gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedMedia	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
1933317786																										urn:uuid:c815c359-c122-46a9-bc70-48216e19ac90																																	nbf	so2-mosses			PreservedSpecimen				urn:uuid:c815c359-c122-46a9-bc70-48216e19ac90	20465817	None	Anders Breili	0				None					None		None		None			None	None															2018	10	10			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Norddalen, Bremanger, Sf				None			None					61.710541	5.0393152		10			None			None	None									None																				None			None												Herbertus stramineus								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus		None	None			(Dumort.) Trevis.					
1933315222																										urn:uuid:c5ce5565-94ca-41c2-bd76-2e97108d12dd																																	nbf	so2-mosses			HumanObservation				urn:uuid:c5ce5565-94ca-41c2-bd76-2e97108d12dd	20465797	None	Anders Breili	0				None					None		None		None			None	None															2018	10	10			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Norddalen, Bremanger, Sf				None			None					61.7104899	5.0370335		10			None			None	None									None																				None			None												Herbertus stramineus								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus		None	None			(Dumort.) Trevis.					
1933138822																										urn:uuid:2ffbcfe9-0c48-4492-b233-bc5c86067545																																	nbf	so2-mosses			HumanObservation				urn:uuid:2ffbcfe9-0c48-4492-b233-bc5c86067545	20465889	None	Anders Breili	0				None					None		None		None			None	None															2018	10	10			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Langevatnet, SV for, Bremanger, Sf				None			None					61.8226583	5.4257884		10			None			None	None									None																				None			None												Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1933111693																										urn:uuid:19cd1f33-dacf-43c1-8099-26b31b8d5ec2																																	nbf	so2-mosses			PreservedSpecimen				urn:uuid:19cd1f33-dacf-43c1-8099-26b31b8d5ec2	20465805	None	Anders Breili	0				None					None		None		None			None	None															2018	10	10			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Norddalen, Bremanger, Sf				None			None					61.7104516	5.0383091		10			None			None	None									None																				None			None												Herbertus stramineus								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus		None	None			(Dumort.) Trevis.					
1933083445																										urn:uuid:06784323-66c9-4f0e-aae0-d79a49939162																																	nbf	so2-mosses			HumanObservation				urn:uuid:06784323-66c9-4f0e-aae0-d79a49939162	20465884	None	Anders Breili	0				None					None		None		None			None	None															2018	10	10			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Langevatnet, SV for, Bremanger, Sf				None			None					61.8215003	5.4228778		10			None			None	None									None																				None			None												Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1928595338																										3a7e02fd-8fff-4875-8992-ffe6013c2447									en				2016-9-30T04:52+0400			http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1606635					The New York Botanical Garden							PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15556	http://biocol.org/urn:lsid:biocol.org:col:15556		NY	NY	Hepatics		PreservedSpecimen				3a7e02fd-8fff-4875-8992-ffe6013c2447	01319240	s.n.	E. H. JÃ¶rgensen										packeted																			1903-07-20		201	201	1903	7	20	20 Jul 1903											Europe				Norway					Endestadnipen in Eikefjord, unweit FlorÃ¶, auf nassen, grasigen Absiitzen.		350	400	1148-1312 ft								0	0		0																																				n. sp.	type														Anastrophyllum joergensenii Schiffn.								Plantae	Marchantiophyta			Anastrophyllaceae	Anastrophyllum		joergensenii		Species				ICN			
1890269680																										urn:uuid:240ea49b-8779-4154-96fe-334cc1c660d5																																	nbf	so2-mosses			HumanObservation				urn:uuid:240ea49b-8779-4154-96fe-334cc1c660d5	20003781	None	Ove Sander Førland	0				None					None		None		None			None	None															2018	7	26			None									None				NORWAY		Rogaland	Rogaland		Krossfjellet, Strand, Ro				None			None					59.0539699	6.1857631		5			None			None	None									None																				None			None												Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1837443009																										urn:catalog:O:B:68631/1													2017-01-10																				O	B			PreservedSpecimen				urn:catalog:O:B:68631/1	68631/1	TH10-M096	Torbjørn Høitomt, Kjell Magne Olsen																																	2010	09	10												EU				Norway		Akershus	Skedsmo		Isakbekken, SV for												59.9494	11.0827																																								Torbjørn Høitomt	2010-09-10												Fissidens exilis								Plantae	Bryophyta	Bryopsida	Dicranales	Fissidentaceae	Fissidens						Hedw.					
1837442620																										urn:catalog:O:B:60959/1													2018-02-28																				O	B			PreservedSpecimen				urn:catalog:O:B:60959/1	60959/1		Perry G. Larsen, Dag Holtan																																	2010	06	23												EU				Norway		Møre og Romsdal	Sykkylven		Reindalen												62.28333	6.63573		1																																						Perry G. Larsen, Dag Holtan	2010-06-23												Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum						(Hook.) Steph.					
1837442603																										urn:catalog:O:B:67566/1													2016-06-20																				O	B			PreservedSpecimen				urn:catalog:O:B:67566/1	67566/1	36175	Kåre Arnstein Lye																																	2012	09	12												EU				Norway		Østfold	Spydeberg		Spydeberg k.: Dalen, ved Glomma 100 m nord for odden												59.5897	11.0907																																								Kåre Arnstein Lye	2012-09-12												Fissidens exilis								Plantae	Bryophyta	Bryopsida	Dicranales	Fissidentaceae	Fissidens						Hedw.					
1833736038																										566614																																	BioFokus	BioFokus			HumanObservation				566614	566614		Jansson, Ulrika																												793					2017	09	19												Europe				Norway		Akershus	Nes (Akershus)		Korsmo N												60.10365935	11.404573			10																																					Jansson, Ulrika	2017-09-19												Fissidens exilis								Plantae	Bryophyta	Bryopsida	Dicranales	Fissidentaceae	Fissidens											
1830856432																										566017																																	BioFokus	BioFokus			HumanObservation				566017	566017		Jansson, Ulrika																												772					2017	09	04												Europe				Norway		Akershus	Nes (Akershus)		Øvre Finstad – NV for												60.17018972	11.377597			10																																					Jansson, Ulrika	2017-09-04												Fissidens exilis								Plantae	Bryophyta	Bryopsida	Dicranales	Fissidentaceae	Fissidens											
1828858237																										564468																																	BioFokus	BioFokus			PreservedSpecimen				564468	564468		Jansson, Ulrika																												803					2017	08	30												Europe				Norway		Akershus	Nes (Akershus)		Søgarden Finstad – øst for												60.16247027	11.387259			10																																					Jansson, Ulrika	2017-08-30												Fissidens exilis								Plantae	Bryophyta	Bryopsida	Dicranales	Fissidentaceae	Fissidens											
1825522407																										urn:uuid:f13577a2-419c-4207-8e61-4e129e8cf30f																																	nbf	so2-mosses			PreservedSpecimen				urn:uuid:f13577a2-419c-4207-8e61-4e129e8cf30f	18214924	None	Anders Breili	30				None					None		None		None			None	None															2017	10	14			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Risevatnet, SV for, Bremanger, Sf				None			None					61.7518352	5.3050818		10			None			None	None									None																				None			None												Herbertus stramineus								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus		None	None			(Dumort.) Trevis.					
1825332347																										urn:uuid:e37924d6-c141-41b6-ad90-20b9f99f6293																																	nbf	so2-mosses			HumanObservation				urn:uuid:e37924d6-c141-41b6-ad90-20b9f99f6293	18215018	None	Anders Breili	100				None					None		None		None			None	None															2017	10	14			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Risevatnet, SV for, Bremanger, Sf				None			None					61.7518819	5.3066808		10			None			None	None									None																				None			None												Herbertus stramineus								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus		None	None			(Dumort.) Trevis.					
1825106438																										urn:uuid:d31c957a-dda8-47b7-81fe-064f077e101e																																	nbf	so2-mosses			HumanObservation				urn:uuid:d31c957a-dda8-47b7-81fe-064f077e101e	18214932	None	Anders Breili	30				None					None		None		None			None	None															2017	10	14			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Risevatnet, SV for, Bremanger, Sf				None			None					61.7518309	5.307112		10			None			None	None									None																				None			None												Herbertus stramineus								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus		None	None			(Dumort.) Trevis.					
1824935259																										urn:uuid:c6c037f6-dd56-4ef6-a650-81bd5dc21c2e																																	nbf	so2-mosses			HumanObservation				urn:uuid:c6c037f6-dd56-4ef6-a650-81bd5dc21c2e	18214896	None	Anders Breili	3				None					None		None		None			None	None															2017	10	14			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Risevatnet, SV for, Bremanger, Sf				None			None					61.754063	5.2989552		10			None			None	None									None																				None			None												Herbertus stramineus								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus		None	None			(Dumort.) Trevis.					
1824161061																										urn:uuid:8eb9286d-e8cd-4257-870b-e373bbfe9daa																																	nbf	so2-mosses			HumanObservation				urn:uuid:8eb9286d-e8cd-4257-870b-e373bbfe9daa	18214949	None	Anders Breili	20				None					None		None		None			None	None															2017	10	14			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Risevatnet, SV for, Bremanger, Sf				None			None					61.7539864	5.2983713		10			None			None	None									None																				None			None												Herbertus stramineus								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus		None	None			(Dumort.) Trevis.					
1823982704																										urn:uuid:81d44f7c-c470-4b94-ae28-ca7de99394fb																																	nbf	so2-mosses			PreservedSpecimen				urn:uuid:81d44f7c-c470-4b94-ae28-ca7de99394fb	18214862	None	Anders Breili	2				None					None		None		None			None	None															2017	10	14			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Risevatnet, SV for, Bremanger, Sf				None			None					61.7550152	5.2965388		10			None			None	None									None																				None			None												Herbertus stramineus								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus		None	None			(Dumort.) Trevis.					
1823044713																										urn:uuid:3e860aed-f52e-4334-badf-d831c194a735																																	nbf	so2-mosses			HumanObservation				urn:uuid:3e860aed-f52e-4334-badf-d831c194a735	18214910	None	Anders Breili	2				None					None		None		None			None	None															2017	10	14			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Risevatnet, SV for, Bremanger, Sf				None			None					61.7536633	5.2995751		10			None			None	None									None																				None			None												Herbertus stramineus								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus		None	None			(Dumort.) Trevis.					
1822397372																										urn:uuid:0fc3d55c-d729-43fc-aa25-25889e14b14d																																	nbf	so2-mosses			HumanObservation				urn:uuid:0fc3d55c-d729-43fc-aa25-25889e14b14d	18214950	None	Anders Breili	40				None					None		None		None			None	None															2017	10	14			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Risevatnet, SV for, Bremanger, Sf				None			None					61.7539907	5.2981198		10			None			None	None									None																				None			None												Herbertus stramineus								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus		None	None			(Dumort.) Trevis.					
1821768021																										559008																																	BioFokus	BioFokus	Skedsmo_raviner_2017		HumanObservation				559008	559008		Høitomt, Torbjørn; Høitomt, Lars Erik																												235					2017	11	02												Europe				Norway		Akershus	Skedsmo		SSE Vestvollen		172										59.99056151	11.038980			7																																					Høitomt, Torbjørn	2017-11-02												Fissidens exilis								Plantae	Bryophyta	Bryopsida	Dicranales	Fissidentaceae	Fissidens											
1821767933																										559002																																	BioFokus	BioFokus	Skedsmo_raviner_2017		HumanObservation				559002	559002		Høitomt, Torbjørn; Høitomt, Lars Erik																												235					2017	11	02												Europe				Norway		Akershus	Skedsmo		SSE Vestvollen		176										59.99083376	11.038799			7																																					Høitomt, Torbjørn	2017-11-02												Fissidens exilis								Plantae	Bryophyta	Bryopsida	Dicranales	Fissidentaceae	Fissidens											
1806486902																										urn:catalog:TRH:B:93359/1													2015-02-07																				TRH	B			PreservedSpecimen				urn:catalog:TRH:B:93359/1	93359/1	M7013	Anders Breili, Lars Dalen, Gunn-Anne Sommersel, Kåre Arnstein Lye, Geir Arne Evje, Dag Hovind, Asbjørn Erdal, Torbjørn Høitomt																																	2017	07	10		Rikelig i nordvendt fukthei.										EU				Norway		Sogn og Fjordane	Eid		Holevassegga, N for												61.959774	5.801275		10																																						Anders Breili, Lars Dalen, Gunn-Anne Sommersel, Kåre Arnstein Lye, Geir Arne Evje, Dag Hovind, Asbjørn Erdal, Torbjørn Høitomt	2017-07-10												Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum						(Hook.) Steph.					
1802833811																										urn:uuid:0381ab2d-e778-473f-bff8-04cb52c94515													2018-01-09																				JBJordal	FunnBot	GBIF2016/143605		HumanObservation				urn:uuid:0381ab2d-e778-473f-bff8-04cb52c94515	188185		Kristin Wangen, John Bjarne Jordal																																	2017	9	4		Oseanisk levermoserik skog										EU				Norway		Sogn og Fjordane	Bremanger		Sørdalen: Sleipelvløken vest		374										61.82401	5.41075	WGS84	7			32 310990 6859796			UTM																																Kristin Wangen, John Bjarne Jordal													Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		donnianum				(Hook.) Steph.					
1797792519																										urn:uuid:89d614f6-1396-44c5-a85d-216bf0c5f2fe																																	nbf	so2-mosses			PreservedSpecimen				urn:uuid:89d614f6-1396-44c5-a85d-216bf0c5f2fe	17595200	None	Anders Breili	0				None					None		None		None			None	None															2017	7	10			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Holevassegga, N for, Eid, Sf				None			None					61.9597747	5.8012752		10			None			None	None									None																				None			None												Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1797792515																										urn:uuid:d0d32d0a-600c-41e7-9759-b6a87b73fadb																																	nbf	so2-mosses			HumanObservation				urn:uuid:d0d32d0a-600c-41e7-9759-b6a87b73fadb	17595170	None	Anders Breili	0				None					None		None		None			None	None															2017	7	10			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Bauvatnet, S for, Eid, Sf				None			None					61.9608937	5.7881957		10			None			None	None									None																				None			None												Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1797792505																										urn:uuid:352a2c78-3f71-46ef-87b8-a8e01a9afa09																																	nbf	so2-mosses			HumanObservation				urn:uuid:352a2c78-3f71-46ef-87b8-a8e01a9afa09	17595203	None	Anders Breili	0				None					None		None		None			None	None															2017	7	10			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Holevassegga, N for, Eid, Sf				None			None					61.959572	5.8016704		10			None			None	None									None																				None			None												Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1797792497																										urn:uuid:5b55fc5c-2dcd-4f66-ae79-e3e37a9b3b43																																	nbf	so2-mosses			HumanObservation				urn:uuid:5b55fc5c-2dcd-4f66-ae79-e3e37a9b3b43	17595217	None	Anders Breili	0				None					None		None		None			None	None															2017	7	10			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Holevassegga, N for, Eid, Sf				None			None					61.958077	5.8027754		10			None			None	None									None																				None			None												Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1797792485																										urn:uuid:491a293a-5806-410e-a133-7b5d69e6dbed																																	nbf	so2-mosses			PreservedSpecimen				urn:uuid:491a293a-5806-410e-a133-7b5d69e6dbed	17595163	None	Anders Breili	0				None					None		None		None			None	None															2017	7	10			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Bauvatnet, S for, Eid, Sf				None			None					61.9607502	5.7877376		10			None			None	None									None																				None			None												Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1797792474																										urn:uuid:b9f03627-e254-45c0-a39c-e18effaec47f																																	nbf	so2-mosses			HumanObservation				urn:uuid:b9f03627-e254-45c0-a39c-e18effaec47f	17595199	None	Anders Breili	0				None					None		None		None			None	None															2017	7	10			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Holevassegga, N for, Eid, Sf				None			None					61.9598634	5.8011135		10			None			None	None									None																				None			None												Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1797792469																										urn:uuid:8e4bd7bf-40ce-4120-b3d9-1df69e1c5d87																																	nbf	so2-mosses			HumanObservation				urn:uuid:8e4bd7bf-40ce-4120-b3d9-1df69e1c5d87	17595202	None	Anders Breili	0				None					None		None		None			None	None															2017	7	10			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Holevassegga, N for, Eid, Sf				None			None					61.9596395	5.8014549		10			None			None	None									None																				None			None												Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1797782311																										urn:uuid:0d1ceef8-7cf0-4eca-9844-62e991aac266																																	nbf	so2-mosses			HumanObservation				urn:uuid:0d1ceef8-7cf0-4eca-9844-62e991aac266	16347853	None	Oddvar Olsen	0				None					None		None		None			None	None															2016	6	22			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Inste Bårdvikneset, Bremanger, Sf				None			None					61.8096288	5.1845368		10			None			None	None									None																				None			None												Herbertus stramineus								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus		None	None			(Dumort.) Trevis.					
1797782286																										urn:uuid:8109daf4-4925-4844-8d4e-958095bfda2a																																	nbf	so2-mosses			HumanObservation				urn:uuid:8109daf4-4925-4844-8d4e-958095bfda2a	16347855	None	Oddvar Olsen	0				None					None		None		None			None	None															2016	6	22			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Inste Bårdvikneset, Bremanger, Sf				None			None					61.8088904	5.1834319		10			None			None	None									None																				None			None												Herbertus stramineus								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus		None	None			(Dumort.) Trevis.					
1797782267																										urn:uuid:c2cd2eda-37db-49b7-b46f-8ec46d4c31b0																																	nbf	so2-mosses			HumanObservation				urn:uuid:c2cd2eda-37db-49b7-b46f-8ec46d4c31b0	16347846	None	Oddvar Olsen	0				None					None		None		None			None	None															2016	6	22			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Inste Bårdvikneset, Bremanger, Sf				None			None					61.8085381	5.1889116		10			None			None	None									None																				None			None												Herbertus stramineus								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus		None	None			(Dumort.) Trevis.					
1797782262																										urn:uuid:52b9bd73-5a23-49a1-b59a-4e45b36e020e																																	nbf	so2-mosses			HumanObservation				urn:uuid:52b9bd73-5a23-49a1-b59a-4e45b36e020e	16347854	None	Oddvar Olsen	0				None					None		None		None			None	None															2016	6	22			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Inste Bårdvikneset, Bremanger, Sf				None			None					61.8091577	5.1837463		10			None			None	None									None																				None			None												Herbertus stramineus								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus		None	None			(Dumort.) Trevis.					
1797782259																										urn:uuid:77b227d0-685d-421b-a641-ce861bc689d3																																	nbf	so2-mosses			HumanObservation				urn:uuid:77b227d0-685d-421b-a641-ce861bc689d3	16347856	None	Oddvar Olsen	0				None					None		None		None			None	None															2016	6	22			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Inste Bårdvikneset, Bremanger, Sf				None			None					61.8087588	5.1832792		10			None			None	None									None																				None			None												Herbertus stramineus								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus		None	None			(Dumort.) Trevis.					
1797782251																										urn:uuid:bfcda139-cc39-4dcf-bed3-bf62969f6776																																	nbf	so2-mosses			HumanObservation				urn:uuid:bfcda139-cc39-4dcf-bed3-bf62969f6776	16347850	None	Oddvar Olsen	0				None					None		None		None			None	None															2016	6	22			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Inste Bårdvikneset, Bremanger, Sf				None			None					61.8084915	5.1882918		10			None			None	None									None																				None			None												Herbertus stramineus								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus		None	None			(Dumort.) Trevis.					
1797782235																										urn:uuid:8fb55d5a-f839-4908-a473-8b5212362d1c																																	nbf	so2-mosses			HumanObservation				urn:uuid:8fb55d5a-f839-4908-a473-8b5212362d1c	16347845	None	Oddvar Olsen	0				None					None		None		None			None	None															2016	6	22			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Inste Bårdvikneset, Bremanger, Sf				None			None					61.8083132	5.1892799		10			None			None	None									None																				None			None												Herbertus stramineus								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus		None	None			(Dumort.) Trevis.					
1797782233																										urn:uuid:2bd8bdba-0e11-43c1-910c-4d24406acfa6																																	nbf	so2-mosses			HumanObservation				urn:uuid:2bd8bdba-0e11-43c1-910c-4d24406acfa6	16347847	None	Oddvar Olsen	0				None					None		None		None			None	None															2016	6	22			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Inste Bårdvikneset, Bremanger, Sf				None			None					61.8085254	5.1888577		10			None			None	None									None																				None			None												Herbertus stramineus								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus		None	None			(Dumort.) Trevis.					
1797782229																										urn:uuid:29326e19-8735-4b03-a74b-fb8b0896ab93																																	nbf	so2-mosses			HumanObservation				urn:uuid:29326e19-8735-4b03-a74b-fb8b0896ab93	16347842	None	Oddvar Olsen	0				None					None		None		None			None	None															2016	6	22			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Skorabovatnet, Bremanger, Sf				None			None					61.8022736	5.1792817		10			None			None	None									None																				None			None												Herbertus stramineus								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus		None	None			(Dumort.) Trevis.					
1797782224																										urn:uuid:fd0eb4f9-35fc-4efa-b323-e5c6779b127b																																	nbf	so2-mosses			HumanObservation				urn:uuid:fd0eb4f9-35fc-4efa-b323-e5c6779b127b	16347851	None	Oddvar Olsen	0				None					None		None		None			None	None															2016	6	22			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Inste Bårdvikneset, Bremanger, Sf				None			None					61.8084618	5.1877438		10			None			None	None									None																				None			None												Herbertus stramineus								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus		None	None			(Dumort.) Trevis.					
1797782212																										urn:uuid:6349e01a-1528-4b68-bc45-2c15c1800211																																	nbf	so2-mosses			HumanObservation				urn:uuid:6349e01a-1528-4b68-bc45-2c15c1800211	16347848	None	Oddvar Olsen	0				None					None		None		None			None	None															2016	6	22			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Inste Bårdvikneset, Bremanger, Sf				None			None					61.8085509	5.1884715		10			None			None	None									None																				None			None												Herbertus stramineus								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus		None	None			(Dumort.) Trevis.					
1797782201																										urn:uuid:f3df664b-5bd0-43b5-aa55-46bd9525b629																																	nbf	so2-mosses			HumanObservation				urn:uuid:f3df664b-5bd0-43b5-aa55-46bd9525b629	16347852	None	Oddvar Olsen	0				None					None		None		None			None	None															2016	6	22			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Inste Bårdvikneset, Bremanger, Sf				None			None					61.8095439	5.1817341		10			None			None	None									None																				None			None												Herbertus stramineus								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus		None	None			(Dumort.) Trevis.					
